config_id,method,alpha,probe_budget_fraction,probe_budget_percentage,records,mean_total_pixels,mean_carrier_pixels,mean_used_pixels,mean_used_pixel_fraction,mean_used_pixel_percentage,mean_probe_budget_pixels,total_probe_budget_pixels,total_guessed_carrier_pixels,mean_guessed_carrier_pixels,mean_precision_hit_rate,mean_carrier_recall,mean_incremental_probe_pixels,mean_incremental_guessed_pixels,mean_incremental_precision_hit_rate
hugo_alpha0p3,HUGO,0.3,0.2,20.0,10000,262144.0,14997.2973,14997.2973,0.057210149002075196,5.7210149002075195,52429.0,524290000,55611886,5561.1886,0.10607085010204277,0.36218739030994157,26215.0,2588.2877,0.09873308029753958
hugo_alpha0p3,HUGO,0.3,0.3,30.0,10000,262144.0,14997.2973,14997.2973,0.057210149002075196,5.7210149002075195,78643.0,786430000,77810738,7781.0738,0.09894172145009728,0.5084866616801179,26214.0,2219.8852,0.0846831921873808
hugo_alpha0p3,HUGO,0.3,0.4,40.0,10000,262144.0,14997.2973,14997.2973,0.057210149002075196,5.7210149002075195,104858.0,1048580000,96556506,9655.6506,0.09208310858494345,0.6332097740495223,26215.0,1874.5768,0.07150779324814038
hugo_alpha0p3,HUGO,0.3,0.5,50.0,10000,262144.0,14997.2973,14997.2973,0.057210149002075196,5.7210149002075195,131072.0,1310720000,112097135,11209.7135,0.0855233268737793,0.7377082688415795,26214.0,1554.0629,0.05928369954985886
hugo_alpha0p4,HUGO,0.4,0.01,1.0,10000,262144.0,21151.087,21151.087,0.08068499374389648,8.06849937438965,2621.0,26210000,4088831,408.8831,0.15600270888973672,0.018879550217832473,2621.0,408.8831,0.15600270888973672
hugo_alpha0p4,HUGO,0.4,0.05,5.0,10000,262144.0,21151.087,21151.087,0.08068499374389648,8.06849937438965,13107.0,131070000,20019559,2001.9559,0.15273944457160296,0.09250895203251122,10486.0,1593.0728,0.1519237840930765
hugo_alpha0p4,HUGO,0.4,0.1,10.0,10000,262144.0,21151.087,21151.087,0.08068499374389648,8.06849937438965,26214.0,262140000,38983963,3898.3963,0.1487142862592508,0.18030993553879593,13107.0,1896.4404,0.1446891279468986
hugo_alpha0p4,HUGO,0.4,0.2,20.0,10000,262144.0,21151.087,21151.087,0.08068499374389648,8.06849937438965,52429.0,524290000,73738709,7373.8709,0.14064488927883423,0.34179164695893044,26215.0,3475.4746,0.13257580011443829
hugo_alpha0p4,HUGO,0.4,0.3,30.0,10000,262144.0,21151.087,21151.087,0.08068499374389648,8.06849937438965,78643.0,786430000,104325355,10432.5355,0.1326568861818598,0.48475325416899306,26214.0,3058.6646,0.1166805752651255
hugo_alpha0p4,HUGO,0.4,0.4,40.0,10000,262144.0,21151.087,21151.087,0.08068499374389648,8.06849937438965,104858.0,1048580000,130804775,13080.4775,0.12474467851761428,0.609418525672301,26215.0,2647.942,0.10100865916460043
hugo_alpha0p4,HUGO,0.4,0.5,50.0,10000,262144.0,21151.087,21151.087,0.08068499374389648,8.06849937438965,131072.0,1310720000,153321238,15332.1238,0.11697482147216796,0.7163326554986233,26214.0,2251.6463,0.08589480048828871
hugo_alpha0p5,HUGO,0.5,0.01,1.0,10000,262144.0,27758.4884,27758.4884,0.10589022979736328,10.589022979736328,2621.0,26210000,5001541,500.1541,0.19082567722243418,0.01767588355405905,2621.0,500.1541,0.19082567722243418
hugo_alpha0p5,HUGO,0.5,0.05,5.0,10000,262144.0,27758.4884,27758.4884,0.10589022979736328,10.589022979736328,13107.0,131070000,24571261,2457.1261,0.1874667048142214,0.08687248737128686,10486.0,1956.972,0.1866271218767881
hugo_alpha0p5,HUGO,0.5,0.1,10.0,10000,262144.0,27758.4884,27758.4884,0.10589022979736328,10.589022979736328,26214.0,262140000,48042507,4804.2507,0.18327041657129778,0.16996635977584504,13107.0,2347.1246,0.17907412832837413
hugo_alpha0p5,HUGO,0.5,0.2,20.0,10000,262144.0,27758.4884,27758.4884,0.10589022979736328,10.589022979736328,52429.0,524290000,91701748,9170.1748,0.17490653645883006,0.3249098586296579,26215.0,4365.9241,0.1665429753957658
hugo_alpha0p5,HUGO,0.5,0.3,30.0,10000,262144.0,27758.4884,27758.4884,0.10589022979736328,10.589022979736328,78643.0,786430000,130878048,13087.8048,0.16642046717444656,0.46453451372955695,26214.0,3917.63,0.149448004882887
hugo_alpha0p5,HUGO,0.5,0.4,40.0,10000,262144.0,27758.4884,27758.4884,0.10589022979736328,10.589022979736328,104858.0,1048580000,165538349,16553.8349,0.1578690695988861,0.5887461441949495,26215.0,3466.0301,0.13221552927713143
hugo_alpha0p5,HUGO,0.5,0.5,50.0,10000,262144.0,27758.4884,27758.4884,0.10589022979736328,10.589022979736328,131072.0,1310720000,195627885,19562.7885,0.14925223159790038,0.6973084672094506,26214.0,3008.9536,0.11478422217135881
