config_id,method,alpha,probe_budget_fraction,probe_budget_percentage,records,mean_total_pixels,mean_carrier_pixels,mean_used_pixels,mean_used_pixel_fraction,mean_used_pixel_percentage,mean_probe_budget_pixels,total_probe_budget_pixels,total_guessed_carrier_pixels,mean_guessed_carrier_pixels,mean_precision_hit_rate,mean_carrier_recall,mean_incremental_probe_pixels,mean_incremental_guessed_pixels,mean_incremental_precision_hit_rate,repeats,mean_sd_carrier_recall
mipod_alpha0p2,MIPOD,0.2,0.005,0.5,1000,262144.0,7861.506,7861.506,0.029989265441894532,2.998926544189453,1311.0,1311000,63208,63.657300000000006,0.04855629290617849,0.007763619713219072,1311.0,63.657300000000006,0.04855629290617849,10,0.000920034656673491
mipod_alpha0p2,MIPOD,0.2,0.01,1.0,1000,262144.0,7861.506,7861.506,0.029989265441894532,2.998926544189453,2621.0,2621000,126642,127.08529999999999,0.04848733307897749,0.015502940240423878,1310.0,63.42799999999999,0.04841832061068702,10,0.0012852348032228666
mipod_alpha0p2,MIPOD,0.2,0.02,2.0,1000,262144.0,7861.506,7861.506,0.029989265441894532,2.998926544189453,5243.0,5243000,252896,253.34890000000001,0.04832136181575434,0.030917440806744523,2622.0,126.26360000000001,0.04815545385202135,10,0.0018052726605575634
mipod_alpha0p2,MIPOD,0.2,0.05,5.0,1000,262144.0,7861.506,7861.506,0.029989265441894532,2.998926544189453,13107.0,13107000,625553,626.0065999999998,0.047761242084382385,0.0764781433220393,7864.0,372.6577,0.04738780518819939,10,0.002728257837596149
mipod_alpha0p2,MIPOD,0.2,0.1,10.0,1000,262144.0,7861.506,7861.506,0.029989265441894532,2.998926544189453,26214.0,26214000,1227148,1227.5987,0.046829888609140155,0.15029894788551426,13107.0,601.5921000000001,0.04589853513389792,10,0.0036200944110132073
mipod_alpha0p2,MIPOD,0.2,0.2,20.0,1000,262144.0,7861.506,7861.506,0.029989265441894532,2.998926544189453,52429.0,52429000,2352966,2353.4118,0.044887596559156195,0.2895667074503245,26215.0,1125.8131,0.04294537860003815,10,0.004491020796448877
mipod_alpha0p2,MIPOD,0.2,0.3,30.0,1000,262144.0,7861.506,7861.506,0.029989265441894532,2.998926544189453,78643.0,78643000,3378429,3378.8765000000003,0.04296474574978065,0.41780114826108605,26214.0,1025.4647,0.03911897077897307,10,0.004734958737116612
mipod_alpha0p2,MIPOD,0.2,0.4,40.0,1000,262144.0,7861.506,7861.506,0.029989265441894532,2.998926544189453,104858.0,104858000,4306554,4306.9936,0.04107453508554426,0.5350562266389505,26215.0,928.1171,0.035404047301163456,10,0.00476742830871246
mipod_alpha0p2,MIPOD,0.2,0.5,50.0,1000,262144.0,7861.506,7861.506,0.029989265441894532,2.998926544189453,131072.0,131072000,5139381,5139.821400000001,0.039213725280761724,0.6413842174739919,26214.0,832.8278,0.03177034409094377,10,0.004505205484585277
mipod_alpha0p5,MIPOD,0.5,0.005,0.5,1000,262144.0,26096.843,26096.843,0.09955155563354492,9.955155563354491,1311.0,1311000,196518,196.97340000000003,0.15024668192219678,0.007296868481614012,1311.0,196.97340000000003,0.15024668192219678,10,0.000469139038583581
mipod_alpha0p5,MIPOD,0.5,0.01,1.0,1000,262144.0,26096.843,26096.843,0.09955155563354492,9.955155563354491,2621.0,2621000,392888,393.344,0.15007401755055325,0.014569851137820835,1310.0,196.3706,0.1499012213740458,10,0.0006626977784419426
mipod_alpha0p5,MIPOD,0.5,0.02,2.0,1000,262144.0,26096.843,26096.843,0.09955155563354492,9.955155563354491,5243.0,5243000,784609,785.0572999999999,0.14973436963570474,0.029086893196211272,2622.0,391.7133,0.14939485125858123,10,0.0009148275221202391
mipod_alpha0p5,MIPOD,0.5,0.05,5.0,1000,262144.0,26096.843,26096.843,0.09955155563354492,9.955155563354491,13107.0,13107000,1945896,1946.3394,0.14849617761501485,0.07216256960748302,7864.0,1161.2821000000001,0.14767066378433366,10,0.0013970410358450924
mipod_alpha0p5,MIPOD,0.5,0.1,10.0,1000,262144.0,26096.843,26096.843,0.09955155563354492,9.955155563354491,26214.0,26214000,3836702,3837.169,0.1463786144808118,0.14242828325990162,13107.0,1890.8296,0.1442610513466087,10,0.0018512979825955336
mipod_alpha0p5,MIPOD,0.5,0.2,20.0,1000,262144.0,26096.843,26096.843,0.09955155563354492,9.955155563354491,52429.0,52429000,7441974,7442.414700000001,0.14195225352381313,0.2769879093162151,26215.0,3605.2457000000004,0.1375260614152203,10,0.0023408047017684196
mipod_alpha0p5,MIPOD,0.5,0.3,30.0,1000,262144.0,26096.843,26096.843,0.09955155563354492,9.955155563354491,78643.0,78643000,10798078,10798.5305,0.13731076510306064,0.40309853967635506,26214.0,3356.1158,0.12802761120012207,10,0.002512981902275505
mipod_alpha0p5,MIPOD,0.5,0.4,40.0,1000,262144.0,26096.843,26096.843,0.09955155563354492,9.955155563354491,104858.0,104858000,13892468,13892.935599999997,0.13249285319193574,0.5203194856314791,26215.0,3094.4051,0.11803948502765593,10,0.0025456432651699908
mipod_alpha0p5,MIPOD,0.5,0.5,50.0,1000,262144.0,26096.843,26096.843,0.09955155563354492,9.955155563354491,131072.0,131072000,16711784,16712.2314,0.12750420684814454,0.6281390429338942,26214.0,2819.2958,0.10754924086366065,10,0.0024141096965575237
