config_id,record_name,record_path,cover_relative_path,stego_relative_path,method,alpha,record_seed,probe_seed,probe_distribution,probe_image_source,image_height,image_width,total_pixels,carrier_pixels,used_pixels,used_pixel_fraction,used_pixel_percentage,probe_budget_fraction,probe_budget_percentage,probe_budget_pixels,unique_probed_pixels,guessed_carrier_pixels,precision_hit_rate,carrier_recall,incremental_probe_pixels,incremental_guessed_pixels,incremental_precision_hit_rate
mipod_alpha0p05,00085_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00085_changes.npz,00085.tif,00085_stego.png,MIPOD,0.05,1450841309,670495145,wavelet_energy,stego,512,512,262144,1367,1367,0.005214691162109375,0.5214691162109375,0.2,20.0,52429,52429,326,0.006217932823437411,0.23847841989758595,26215,158,0.006027083730688537
mipod_alpha0p05,00085_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00085_changes.npz,00085.tif,00085_stego.png,MIPOD,0.05,1450841309,670495145,wavelet_energy,stego,512,512,262144,1367,1367,0.005214691162109375,0.5214691162109375,0.3,30.0,78643,78643,475,0.00603995269763361,0.3474762253108998,26214,149,0.005683985656519417
mipod_alpha0p05,00085_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00085_changes.npz,00085.tif,00085_stego.png,MIPOD,0.05,1450841309,670495145,wavelet_energy,stego,512,512,262144,1367,1367,0.005214691162109375,0.5214691162109375,0.4,40.0,104858,104858,631,0.006017661980964734,0.4615947329919532,26215,156,0.005950791531565898
mipod_alpha0p05,00085_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00085_changes.npz,00085.tif,00085_stego.png,MIPOD,0.05,1450841309,670495145,wavelet_energy,stego,512,512,262144,1367,1367,0.005214691162109375,0.5214691162109375,0.5,50.0,131072,131072,790,0.0060272216796875,0.5779078273591807,26214,159,0.006065461203936828
mipod_alpha0p05,00086_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00086_changes.npz,00086.tif,00086_stego.png,MIPOD,0.05,775679048,2481331067,wavelet_energy,stego,512,512,262144,1692,1692,0.0064544677734375,0.64544677734375,0.01,1.0,2621,2621,27,0.01030141167493323,0.015957446808510637,2621,27,0.01030141167493323
mipod_alpha0p05,00086_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00086_changes.npz,00086.tif,00086_stego.png,MIPOD,0.05,775679048,2481331067,wavelet_energy,stego,512,512,262144,1692,1692,0.0064544677734375,0.64544677734375,0.05,5.0,13107,13107,107,0.008163576714732586,0.06323877068557919,10486,80,0.007629219912263971
mipod_alpha0p05,00086_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00086_changes.npz,00086.tif,00086_stego.png,MIPOD,0.05,775679048,2481331067,wavelet_energy,stego,512,512,262144,1692,1692,0.0064544677734375,0.64544677734375,0.1,10.0,26214,26214,208,0.007934691386282139,0.12293144208037825,13107,101,0.007705806057831693
mipod_alpha0p05,00086_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00086_changes.npz,00086.tif,00086_stego.png,MIPOD,0.05,775679048,2481331067,wavelet_energy,stego,512,512,262144,1692,1692,0.0064544677734375,0.64544677734375,0.2,20.0,52429,52429,422,0.008048980526044747,0.24940898345153664,26215,214,0.00816326530612245
mipod_alpha0p05,00086_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00086_changes.npz,00086.tif,00086_stego.png,MIPOD,0.05,775679048,2481331067,wavelet_energy,stego,512,512,262144,1692,1692,0.0064544677734375,0.64544677734375,0.3,30.0,78643,78643,631,0.008023600320435385,0.37293144208037826,26214,209,0.00797283894102388
mipod_alpha0p05,00086_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00086_changes.npz,00086.tif,00086_stego.png,MIPOD,0.05,775679048,2481331067,wavelet_energy,stego,512,512,262144,1692,1692,0.0064544677734375,0.64544677734375,0.4,40.0,104858,104858,824,0.007858246390356483,0.48699763593380613,26215,193,0.007362197215334732
mipod_alpha0p05,00086_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00086_changes.npz,00086.tif,00086_stego.png,MIPOD,0.05,775679048,2481331067,wavelet_energy,stego,512,512,262144,1692,1692,0.0064544677734375,0.64544677734375,0.5,50.0,131072,131072,1035,0.00789642333984375,0.6117021276595744,26214,211,0.008049134050507362
