method,alpha,localizer,n_images,mean_average_precision,ap_ci_lo,ap_ci_hi,mean_roc_auc,floor_ap,oracle_ap,ap_efficiency,mean_recall_at_1,recall_at_1_ci_lo,recall_at_1_ci_hi,mean_lift_at_1,mean_recall_at_5,recall_at_5_ci_lo,recall_at_5_ci_hi,mean_lift_at_5,mean_recall_at_10,recall_at_10_ci_lo,recall_at_10_ci_hi,mean_lift_at_10,mean_recall_at_20,recall_at_20_ci_lo,recall_at_20_ci_hi,mean_lift_at_20,mean_recall_at_30,recall_at_30_ci_lo,recall_at_30_ci_hi,mean_lift_at_30,mean_recall_at_40,recall_at_40_ci_lo,recall_at_40_ci_hi,mean_lift_at_40,mean_recall_at_50,recall_at_50_ci_lo,recall_at_50_ci_hi,mean_lift_at_50
HUGO,0.05,wavelet_energy_cover,100,0.021726931451070793,0.0181520528951103,0.025593545755896757,0.6809024047237204,0.007500991821289062,0.13534113982737386,0.11127912359038115,0.044289038722140316,0.03774265486938025,0.050939259882286154,4.428903872214032,0.16459037506150434,0.14572303049523538,0.18479659632705178,3.291807501230087,0.2724597472619904,0.2452796602996865,0.29925761414681445,2.7245974726199034,0.43585100310701774,0.40307167435750835,0.4677774637457159,2.1792550155350883,0.5605069701261735,0.5287646842561169,0.5913589111318324,1.8683565670872442,0.6616978303814762,0.6323007716128238,0.6902612726641892,1.6542445759536912,0.7461379175353647,0.7203554498085574,0.7712253043569092,1.4922758350707295
HUGO,0.05,wavelet_energy_stego,100,0.021791045564075285,0.01820837535475212,0.025662895074051038,0.6814188256347232,0.007500991821289062,0.13534113982737386,0.11178064141560645,0.04458535816264782,0.03813500365845789,0.051215123323259115,4.458535816264782,0.16471351188014322,0.14559815677728946,0.1848699232905796,3.294270237602863,0.27294399277699133,0.2457940444485715,0.29995392007088195,2.729439927769913,0.4366672889086162,0.40391587758198155,0.4682717218019824,2.1833364445430807,0.5612166504477799,0.5293375194440582,0.5919041208737568,1.8707221681592667,0.6623735493025741,0.6328683799881732,0.6911297053519496,1.6559338732564353,0.7465662490380484,0.7206583829770091,0.7715408929781172,1.4931324980760967
HUGO,0.1,laplacian_residual_cover,100,0.08801252941350324,0.07903327320314212,0.09722498187158102,0.7667902587976516,0.016312599182128906,0.17300543733476478,0.4575826890156319,0.1012406686392129,0.09481570224377926,0.10756740438782582,10.124066863921291,0.3042607742607075,0.2874633560351906,0.32120692786240057,6.085215485214152,0.4454157818915971,0.42331517078065317,0.46693806975323365,4.454157818915971,0.6071500527026764,0.583315859191174,0.6295963607937201,3.035750263513382,0.7061205729379707,0.6846260824856346,0.7257479947422969,2.353735243126568,0.7747397120786759,0.7561270399543449,0.7914901734841007,1.9368492801966894,0.8273515216003149,0.8117363941091655,0.8412628396684527,1.6547030432006298
HUGO,0.1,laplacian_residual_stego,100,0.09887058039869207,0.08701386370079763,0.1127257268198532,0.7806337750355398,0.016312599182128906,0.17300543733476478,0.5268778215386124,0.11226982775909138,0.1030243619931269,0.12419304729118649,11.226982775909134,0.32601234034783766,0.3077519444474604,0.3453377044964769,6.520246806956752,0.4696489986506254,0.4486659051412865,0.4916612498769047,4.696489986506253,0.6309177980887071,0.6100098762626811,0.6516237642703733,3.154588990443535,0.7272544961669622,0.7089838046971672,0.7453670516894697,2.424181653889874,0.7925574036709722,0.7767649410315071,0.8077126922867566,1.98139350917743,0.8425891495459656,0.8295367041024613,0.8551651888214887,1.6851782990919313
HUGO,0.1,local_variance_cover,100,0.07926785234265879,0.07014981291303146,0.08833893006101713,0.8133373990076396,0.016312599182128906,0.17300543733476478,0.4017749241302568,0.07508413698641926,0.06805827013136724,0.08232121181701399,7.508413698641928,0.2618228910718418,0.24113446800608013,0.2818671284137838,5.2364578214368365,0.4242398237943633,0.39501907188989843,0.45230658661943623,4.242398237943632,0.6398104010230768,0.6067629201309771,0.6722606448346213,3.1990520051153832,0.772339305383067,0.7428541991773684,0.7993093775627377,2.57446435127689,0.8590786076040574,0.8358943616882516,0.8799843157949936,2.147696519010143,0.9153119675805763,0.8979769692822674,0.9307241115641602,1.8306239351611526
HUGO,0.1,local_variance_stego,100,0.07929228622861068,0.07017404489001174,0.08836111321470914,0.8135292621492376,0.016312599182128906,0.17300543733476478,0.40193085905517073,0.07505868605124663,0.06802070474365439,0.08228383433616678,7.505868605124664,0.26182628150622894,0.2411374404699126,0.2818839377324389,5.236525630124579,0.42430751336963696,0.39517609616590427,0.4523431232621675,4.24307513369637,0.6400427507527798,0.6070288477195088,0.6723820833886281,3.2002137537638986,0.7725189214871372,0.7430626424260656,0.7994347382149589,2.5750630716237906,0.8593347841448772,0.8362313828918289,0.8800947552985284,2.1483369603621933,0.9156201820110733,0.8985526992405034,0.9309034303496794,1.8312403640221466
HUGO,0.1,oracle,100,0.17300543733476478,0.15710728469831348,0.18795408591055293,0.9080566497257365,0.016312599182128906,0.17300543733476478,1.0,0.15259132744491324,0.14492041780717688,0.15991509008339896,15.259132744491327,0.47690086739025156,0.45368768870516935,0.49873654337169643,9.538017347805031,0.6780972760982574,0.6517330203560145,0.7030911578549268,6.780972760982573,0.8550780607921519,0.8333716781136606,0.8740117764980355,4.275390303960759,0.9282555791623543,0.9133862413689601,0.9412671460365267,3.094185263874514,0.9635139199057596,0.9536045773890157,0.9719761759031867,2.408784799764399,0.9813867119925974,0.9748151645026224,0.9866715123030712,1.9627734239851948
HUGO,0.1,srm_residual_cover,100,0.11293102751252979,0.10032467003503719,0.12517862162808266,0.8400141172772361,0.016312599182128906,0.17300543733476478,0.6166103663033023,0.10946465377433455,0.10127311025398099,0.1171421232359715,10.946465377433455,0.35322225521584644,0.3305209674835636,0.3746083325736248,7.064445104316926,0.5259252695599222,0.49621659344458374,0.5534532477266688,5.259252695599221,0.7150795006143259,0.6866293270647496,0.7412551659250204,3.5753975030716294,0.8163165816323061,0.7931579721264611,0.8381990194504854,2.7210552721076864,0.879120934896113,0.8610157371374216,0.8962314690544024,2.1978023372402826,0.9214298858768334,0.9077235037793624,0.93416408915212,1.8428597717536668
HUGO,0.1,srm_residual_stego,100,0.12147343365591716,0.10841047384927965,0.13453917394805384,0.8512621668260201,0.016312599182128906,0.17300543733476478,0.6711272558057194,0.11703841730387778,0.10827872749360684,0.12653349608185052,11.703841730387776,0.37090574908663787,0.34813168254437454,0.3928793156266196,7.418114981732757,0.5479954751324628,0.5205412047076399,0.5751077684435639,5.479954751324628,0.736125320610925,0.709863047269659,0.7610443133719434,3.680626603054625,0.8343013641241227,0.8132924448853054,0.8541447087383067,2.781004547080408,0.8937338403007175,0.877589787607564,0.9084500486431696,2.2343346007517932,0.9325275724488155,0.9208700701811675,0.9433292512105821,1.865055144897631
HUGO,0.1,texture_energy_cover,100,0.11267382767030006,0.1007718187047991,0.12426036731737918,0.8492499877932409,0.016312599182128906,0.17300543733476478,0.614968939386399,0.11043039326539261,0.10291721880327544,0.117692982264867,11.043039326539263,0.3539679695237154,0.33339777348748334,0.37359889245245176,7.07935939047431,0.5322175434607467,0.5050359332446509,0.5575624992290967,5.322175434607466,0.728529397230794,0.7018790796927517,0.753252692762749,3.642646986153969,0.833209469174445,0.8110845222228453,0.8537028728092598,2.777364897248151,0.896070860732913,0.8796872876034199,0.911560194209454,2.240177151832282,0.935193350628632,0.9232131374641636,0.9462581567868643,1.870386701257264
